,Location
1939,Kiambu
1940,Muthangari
1941,Waiyaki
1942,Runda
1943,Lavington
1944,Lower
1945,Muthaiga
1946,Brookside
1947,Parklands
1948,Kileleshwa
1949,Lower
1950,Kileleshwa
1951,Thigiri
1952,Riverside
1953,Lower
1954,Kiambu
1955,Lavington
1956,Westlands
1957,Rosslyn
1958,Rhapta
1960,Thigiri
1961,Westlands
1962,Runda
1963,Rosslyn
1964,Rosslyn
1965,Riara
1966,Kilimani
1967,Garden
1968,Lavington
1969,Nyari
1970,Nyari
1971,Nyari
1972,Rhapta
1973,Muteero
1974,Kileleshwa
1975,Karen
1977,Runda
1979,City
1980,Ole
1981,Lavington
1982,Riverside
1984,Kilimani
1985,Industrial
1986,Kilimani
1987,Mombasa
1988,Kilimani
1989,Upper
1990,Lavington
1991,Runda
1992,Runda
1993,Valley
1994,Loresho
1995,Kilimani
1996,Westlands
1997,Mombasa
1998,Runda
1999,Kileleshwa
2000,Walk
2001,Riverside
2002,Runda
2003,Lavington
2004,Parklands
2006,Kileleshwa
2007,Spring
2008,Runda
2009,Industrial
2010,Brookside
2011,Turbo
2012,Parklands
2013,Lavighton
2014,Kileleshwa
2015,Karen
2016,Riverside
2017,Nairobi
2018,Kilimani
2019,Ngara
2020,Kileleshwa
2021,Upper
2022,Spring
2023,Upper
2024,Runda
2025,Waiyaki
2026,Kileleshwa
2027,Runda
2028,Brookside
2029,Hardy
2030,Spring
2031,Kilimani
2032,Garden
2033,City
2034,Runda
2035,Mountain
2036,Lavington
2037,Kileleshwa
2038,Westlands
2040,2nd
2041,Runda
2042,General
2043,Kilimani
2044,Riverside
2045,Runda
2046,Kileleshwa
2047,Lavington
2048,Gigiri
2049,Kileleshwa
2050,Kilimani
2051,Kileleshwa
2052,Loresho
2053,Lavington
2054,Karen
2055,Riverside
2056,Riverside
2057,Rhapta
2058,Upper
2059,Lavington
2060,Westlands
2061,Lavington
2062,Runda
2063,Runda
2066,Runda
2067,Mukoma
2068,Windy
2069,Lantana
2070,Lavington
2071,Kileleshwa
2072,Bongani
2073,Kitisuru
2074,Runda
2075,Runda
2076,Parklands
2078,Rosslyn
2079,Riverside
2080,Kilimani
2082,Lavighton
2083,Runda
2084,Runda
2085,Westlands
2086,Kiambu
2087,General
2088,Karen
2089,Westlands
2090,Westlands
2091,Westlands
2092,Kiambu
2093,Runda
2094,Kileleshwa
2095,Garden
2096,Westlands
2098,Rahpta
2099,Rhapta
2100,Runda
2101,Oledume
2102,Nyari
2103,Westlands
2104,Kilimani
2105,General
2106,Mombasa
2108,General
2109,Lower
2110,Ngong
2111,Runda
2112,Kileleshwa
2113,Riverside
2114,Kilimani
2116,Kileleshwa
2117,Riverside
2118,Lavington
2119,Kilimani
2120,Kileleshwa
2121,Riruta
2122,Lavington
2123,Lavington
2124,Kiambu
2125,Karen
2126,Runda
2127,Valley
2128,Karen
2129,Mokoyet
2130,Garden
2131,Kiambu
2132,Karen
2134,Spring
2135,Bongani
2136,Kitisuru
2137,Runda
2138,Industrial
2139,Neah
2140,Mombasa
2141,Runda
2142,Kirawa
2143,Riverside
2144,Mombasa
2145,Brookside
2146,Karen
2147,James
2149,Karen
2150,Kileleshwa
2151,Kiambu
2152,Kilimani
2153,Kilimani
2154,Westlands
2155,Dennis
2156,Off
2157,Spring
2158,Kileleshwa
2159,Kilimani
2160,Riverside
2161,Mombasa
2162,Othaya
2163,Karen
2166,Kamenu
2167,Kileleshwa
2168,Rosslyn
2169,Lavington
2170,Runda
2172,Woodvale
2173,Kiambu
2175,Westlands
2176,Westlands
2177,Kilimani
2178,Two
2179,Westlands
2180,Muthaiga
2181,Owashika
2182,Highridge
2183,Kileleshwa
2184,Opposite
2185,Near
2187,Runda
2188,Kindaruma
2189,Kiambu
2190,Kiambu
2191,Lavington
2192,Kilimani
2193,Mwitu
2194,Bomas
2195,Loresho
2196,Gigiri
2197,Parklands
2198,Karen
2199,Kencom
2200,Mombasa
2201,Kileleshwa
2202,Industrial
2203,Rhapta
2204,Lavington
2205,Lavington
2206,Kilimani
2207,Spring
2208,Westlands
2209,Loresho
2210,Runda
2211,Lavington
2212,Milimani
2213,Kileleshwa
2216,Kyuna
2217,Argwings
2218,Miotoni
2219,Westlands
2221,Kitisuru
2222,Kindaruma
2223,Mwanzi
2224,Kileleshwa
2225,New
2226,Runda
2227,Industrial
2228,Loresho
2229,Riverside
2230,Runda
2231,Kyuna
2232,Moi
2233,Westlands
2234,Runda
2235,Kiambu
2236,Brookside
2237,Brookside
2238,Industrial
2239,Arwings
2240,Lavington
2241,Kiambu
2242,Rhapta
2243,Karen
2244,Kilimani
2245,Westlands
2246,Kilimani
2247,Waiyaki
2248,Kilimani
2249,Waiyaki
2251,Kilimani
2252,Riverside
2254,Riverside
2255,Kileleshwa
2257,6th
2258,Riverside
2259,Brookside
2260,General
2261,Kileleshwa
2263,Bomas
2264,Karen
2266,General
2267,Raphta
2268,Runda
2269,Kileleshwa
2270,Kiambu
2271,Runda
2272,Thika
2273,Riara
2274,Mombasa
2275,Kiambu
2276,Off
2277,Mombasa
2278,Parklands
2280,Loresho
2281,Raphata
2282,Brookside
2283,Lavington
2284,Kileleshwa
2285,Runda
2286,Valley
2288,Kilimani
2289,Mkungu
2290,Karen
2291,Kileleshwa
2293,Waiyaki
2294,Laikipia
2295,Kilimani
2297,Thigiri
2298,Gitanga
2299,Mbaazi
2300,General
2301,Lower
2302,General
2304,Nyari
2305,Kiambu
2306,Westlands
2307,Runda
2308,Runda
2309,Lower
2310,Riverside
2311,Kiambu
2312,Runda
2313,Industrial
2315,Hardy
2316,Lower
2317,Westlands
2318,General
2319,Westlands
2320,Kitisuru
2321,Westlands
2322,Kilimani
2323,Riara
2324,Riverside
2326,Kilimani
2327,Kitisuru
2328,Riverside
2329,Rose
2330,Westlands
2331,Runda
2332,Eldama
2333,Runda
2334,Parklands
2336,Kileleshwa
2337,Westlands
2338,Runda
2339,Isk
2340,Karen
2341,Langata
2342,Kilimani
2343,Donyo
2344,Lower
2345,Kilimani
2346,Runda
2347,Runda
2348,Runda
2349,Kileleshwa
2350,Riverside
2351,Runda
2352,Lavington
2353,Waiyaki
2354,Rhapta
2355,Karen
2356,Spring
2357,Kilimani
2358,Kilimani
2359,Lavington
2360,Runda
2361,Kileleshwa
2362,Lavington
2363,Lavington
2364,General
2365,Kileleshwa
2366,Kilimani
2367,Rhapta
2368,Kiambu
2369,City
2370,Church
2372,Spring
2373,Riverside
2374,Spring
2376,Mbaazi
2377,Karen
2379,Riverside
2380,Runda
2381,Riara
2382,Runda
2383,Lavington
2384,Runda
2386,Runda
2387,Gigiri
2388,Rhapta
2389,Lavington
2390,Runda
2391,Westlands
2392,Gigiri
2393,Lavington
2395,Yaya
2396,Kitisuru
2397,Westland
2398,Thika
2400,Muthaiga
2401,Brookside
2402,Runda
2403,Westland
2404,32
2405,Runda
2406,Rosewood
2407,Riara
2409,Kileleshwa
2411,Cbd
2412,Brookside
2413,Langata
2414,Kileleshwa
2415,Runda
2417,Morningside
2418,Muthaiga
2419,Westlands
2420,Kilimani
2421,Westlands
2422,Westlands
2423,Lavington
2424,Industrial
2425,Garden
2427,Waiyaki
2430,Chalbi
2431,Spring
2432,Lavington
2433,Nyari
2435,Runda
2436,Kitisuru
2437,Kileleshwa
2438,General
2439,Lavington
2440,Riverside
2441,Thika
2442,Westlands
2443,Riverside
2444,Upper
2445,Karen
2446,Spring
2447,Kilimani
2448,Westlands
2449,Karen
2450,Kiambu
2451,Kileleshwa
2452,Karen
2453,Apple
2454,Runda
2455,Lavington
2457,Westlands
2458,Parklands
2459,Brookside
2461,Off
2462,Lavington
2463,Kiambu
2464,Karen
2465,Runda
2466,Runda
2467,Ngong
2468,Westlands
2469,Lavington
2470,Westlands
2471,Ndenge
2472,Westlands
2473,Spring
2474,Industrial
2475,Westlands
2476,Lower
2477,Runda
2478,Westlands
2479,Nairobi
2480,Riverside
2481,Westlands
2482,Westlands
2483,Lowe
2484,Mombasa
2485,Lavington
2486,Kilimani
2487,Mombasa
2488,Kileleshwa
2489,Runda
2490,Lavington
2492,Loresho
2493,Runda
2494,Kilimani
2495,Westlands
2496,Muthaiga
2497,Kileleshwa
2499,Runda
2500,Near
2501,Lavington
2502,Nyari
2503,Rhapta
2504,Spring
2505,Runda
2506,Karen
2507,Runda
2508,Westland
2509,Rhapta
2510,Runda
2511,Church
2512,Lavington
2513,Kitusuru
2514,Mombasa
2515,Brookside
2516,City
2517,Runda
2518,Waiyaki
2519,Karen
2520,Peponi
2521,Westlands
2522,Muthaiga
2523,Westlands
2524,Rhapta
2526,Karen
2527,Runda
2528,Lavington
2529,Kiambu
2530,Kileleshwa
2531,Riverside
2532,Ridgeways
2533,Parklands
2534,Runda
2535,Westlands
2536,Mugumo
2537,Industrial
2538,Westlands
2539,Riverside
2540,Gigiri
2541,Kilimani
2542,Lavington
2543,Lavington
2544,Kilimani
2545,Red
2546,Muthangari
2547,Lavington
2548,Gigiri
2549,Lavington
2550,Kilimani
2551,Miotoni
2552,Runda
2553,Mombasa
2554,Spring
2555,Amboseli
2556,Westlands
2557,Kiambu
2558,Parklands
2559,Off
2560,School
2561,Kolobot
2562,Kileleshwa
2563,Riverside
2564,Danis
2565,Kileleshwa
2566,Kiambu
2567,Kilimani
2568,Rapta
2569,Valley
2570,General
2571,Karen
2573,Kilimani
2574,Karen
2575,Kilimani
2576,Riverside
2577,Lavington
2578,Nyari
2579,Kilimani
2580,Kiambu
2581,Riverside
2582,Nyari
2583,Runda
2584,Spring
2585,Spring
2586,Runda
2587,Kcb
2588,Karen
2589,Rosslyn
2590,Nyari
2591,Karen
2592,Lavington
2593,Riverside
2594,Kileleshwa
2595,Karen
2596,Parklands
2597,City
2598,Kiambu
2599,Nairobi
2600,Lake
2601,Riverside
2602,Runda
2603,Karen
2604,Riverside
2605,Convent
2606,General
2607,Rhino
2609,Spring
2610,Riverside
2611,Kilimani
2612,Westlands
2613,Westlands
2614,Runda
2615,Muthaiga
2616,Lower
2617,Runda
2618,Runda
2619,Rosslyn
2620,Kileleshwa
2621,Nyari
2622,Runda
2623,Muthangari
2624,Kileleshwa
2626,Runda
2628,Karen
2629,Lavington
2630,Riara
2631,Baba
2632,Karura
2633,Lavington
2634,Runda
2635,Kileleshwa
2636,Gigiri
2637,Westlands
2638,Mugumo
2639,Rhapta
2640,Rhapta
2641,Kitisuru
2642,Off
2643,Ruaka
2644,Riara
2645,Roseville
2646,Karen
2647,Kilimani
2648,Kilimani
2649,Bomas
2652,Kitisuru
2653,Lavington
2654,Westlands
2655,Kiambu
2656,Rhapta
2657,Loresho
2658,Kileleshwa
2659,Karen
2660,Off
2661,Karen
2662,Lavington
2663,Off
2664,Madaraka
2667,Muthangari
2668,Westlands
2669,Industrial
2670,Valley
2671,Kiambu
2673,Brookside
2674,Lavington
2675,Off
2676,Kilimani
2677,Runda
2678,Cedar
2679,Kilimani
2680,Riverside
2681,Nandi
2682,Off
2683,Westland
2684,Karen
2685,Lavington
2686,Westlands
2687,Lavington
2688,Kileleshwa
2689,Runda
2690,Kilimani
2691,Gigiri
2692,Spring
2693,Kileleshwa
2694,Kilimani
2695,Runda
2696,Karen
2698,Lowe
2699,Kileleshwa
2700,Mombasa
2701,Fourways
2702,Lavington
2703,Parklands
2704,General
2705,Rhapta
2706,Mzima
2707,Mombasa
2708,Kitisuru
2709,Westlands
2710,Maziwa
2711,6th
2712,Othaya
2713,Kileleshwa
2714,Vihiga
2715,Westlands
2716,Westlands
2717,Westlands
2718,Lavington
2719,Lavighton
2720,Muthangari
2721,Runda
2722,Runda
2723,Riverside
2724,Runda
2725,Kileleshwa
2726,Muthaiga
2727,Kilimani
2728,General
2729,Rosslyn
2730,Kiambu
2731,Kilimani
2732,Lavington
2733,Garden
2734,Evergreen
2735,Spring
2736,Lavington
2737,Mombasa
2738,Thika
2739,Lavington
2740,Kileleshwa
2741,Riverside
2743,Mombasa
2744,Kileleshwa
2745,Riverside
2747,Kileleshwa
2749,Garden
2750,Runda
2751,Runda
2752,Spring
2753,Lavington
2754,Kileleshwa
2755,Westlands
2756,Miotoni
2757,Lavington
2759,Kiambu
2760,Kitisuru
2761,General
2762,Ngong
2763,Westlands
2764,Lake
2765,Karen
2766,Kyuna
2767,Kiambu
2768,City
2769,Kileleshwa
2770,Nairobi
2771,Ring
2772,Kilimani
2773,Lavington
2774,Evergreen
2775,Shanzu
2776,Kiambu
2777,Argwins
2778,Kitisuru
2779,Lower
2780,Riverside
2781,Karen
2782,Lavington
2783,Westlands
2784,Kilimani
2785,Westlands
2786,Kencom
2787,Riverside
2788,Ngong
2789,Lavington
2790,Mombasa
2791,Riverside
2792,Valley
2793,Westlands
2794,Hurlingham
2795,Rhapta
2796,General
2798,Runda
2799,Karen
2800,Lavington
2801,Parklands
2802,Muthaiga
2803,Kilimani
2804,Lavington
2805,Rhapta
2806,Kilimani
2807,Kilimani
2808,Kileleshwa
2809,Runda
2810,Kilimani
2811,Lavington
2812,Laikipia
2813,Runda
2814,Westlands
2815,Nyari
2816,Woodvale
2817,Peponi
2818,Lavington
2819,Brookside
2820,Riverside
2821,Gigiri
2822,Kilimani
2823,Runda
2824,Kileleshwa
2825,Kileleshwa
2826,Kitale
2827,Near
2828,Kyuna
2829,Westlands
2830,Kilimani
2831,Mutero
2832,Bongani
2833,Kiambu
2834,Sports
2835,Lavington
2836,Westlands
2837,Kirawa
2838,Riverside
2839,Spring
2840,Riverside
2841,Runda
2842,Rosslyn
2843,Muthaiga
2844,Westlands
2845,Kileleshwa
2846,Lavighton
2847,Karen
2848,Hatheru
2849,Rosslyn
2850,Kileleshwa
2851,Parklands
2852,Runda
2853,Parklands
2855,General
2856,Runda
2857,Wood
2858,Naivasha
2859,Pilipili
2860,Upper
2861,Riverside
2862,Karen
2863,Kiambu
2866,Westlands
2867,Riverside
2869,Kileleshwa
2870,Runda
2871,Karen
2872,Mountain
2873,City
2874,Kileleshwa
2875,Kaumoni
2876,Lavington
2877,Windsor
2879,Kileleshwa
2880,Westlands
2881,Rhapta
2882,Kilimani
2883,Kilimani
2884,Kileleshwa
2885,Rosslyn
2886,Riverside
2887,Brookside
2888,Rhapta
2889,Kileleshwa
2890,Off
2891,Lavington
2892,Rhapta
2893,Garden
2894,Kileleshwa
2895,Kilimani
2896,Kilimani
2897,Kileleshwa
2898,Kileleshwa
2899,Kilimani
2900,General
2901,Runda
2902,Westlands
2903,Kilimani
2905,Thika
2906,Lavington
2907,Naivasha
2909,Lavington
2910,Lavington
2911,Riverside
2912,Kilimani
2913,Kileleshwa
2914,Karen
2915,Runda
2916,Westlands
2917,Lavington
2918,Parklands
2919,Westlands
2920,Mombasa
2921,Waiyaki
2922,Kugeria
2923,Garden
2924,Kilimani
2925,Lavington
2926,Karen
2927,Loresho
2928,Parklands
2930,Parklands
2931,Lower
2932,Off
2933,Westlands
2934,Mimosa
2935,Kileleshwa
2936,Kiambu
2937,Lavington
2938,Kilimani
2939,Westlands
2941,Off
2942,Kileleshwa
2943,Westlands
2944,Kitisuru
2945,Lavington
2946,Rhapta
2947,Karen
2948,Karen
2949,Riara
2950,Lavington
2951,Westlands
2952,Ngong
2953,Rhapta
2954,School
2955,Kileleshwa
2956,Kitisuru
2958,Karen
2960,Runda
2961,Spring
2962,Kileleshwa
2963,Lower
2964,Kiambu
2967,Westlands
2968,Runda
2969,Lavington
2970,Runda
2971,General
2972,Riverside
2973,Un
2974,Westlands
2976,Spring
2977,Runda
2978,Lower
2979,Waiyaki
2980,Runda
2981,Kileleshwa
2982,Runda
2983,Kiambu
2984,Runda
2985,Runda
2986,Kitisuru
2987,Mimosa
2988,Kabasiran
2989,Lavington
2990,Kilimani
2991,Mombasa
2992,Rosslyn
2993,Runda
2994,Eldama
2995,Lavington
2996,Lavington
2997,Westlands
2998,Runda
2999,Karen
3000,Westlands
3001,Kileleshwa
3002,Lavington
3003,Kiambu
3004,Windsor
3005,Parklands
3006,Kileleshwa
3007,Runda
3008,Lavington
3009,Karen
3010,Runda
3011,Runda
3012,Lavington
3013,Parklands
3014,Spring
3015,Lavington
3017,Runda
3019,Riverside
3021,Kilimani
3022,Rhapta
3023,Runda
3024,Lavington
3025,Lavington
3026,Rosslyn
3027,Muteero
3028,Riverside
3030,Riverside
3031,Westland
3032,Runda
3033,Westlands
3034,Runda
3035,Kilimani
3036,Waiyaki
3037,Kileleshwa
3038,Runda
3040,Brookside
3041,Kileleshwa
3042,Kiambu
3043,Lower
3044,Muthaiga
3045,Kiambu
3046,Lavington
3047,Karen
3048,Loresho
3049,Brookside
3050,Lavington
3051,Westlands
3052,Rhapta
3053,Garden
3054,Kilimani
3055,Kiambu
3056,3d
3057,Gigiri
3058,Kilimani
3059,Kileleshwa
3060,Runda
3061,Kileleshwa
3062,Kilimani
3063,Riverside
3064,Riverside
3066,Waiyaki
3067,Kilimani
3068,Limuru
3069,Riverside.
3070,Spring
3072,Rosslyn
3073,Kileleshwa
3074,Kilimani
3075,Lavington
3076,Lavington
3077,Church
3078,Thika
3079,Kileleshwa
3080,General
3082,Lavington
3083,Riverside
3084,Westlands
3085,Westlands
3086,Eliud
3087,Westlands
3088,Kilimani
3089,Westlands
3090,Westlands
3091,Rosslyn
3092,Kilimani
3093,Karen
3095,Nairobi
3096,Loresho
3097,Karen
3098,Kitisuru
3099,Runda
3100,Mombasa
3101,Limuru
3102,Kitale
3103,Karen
3104,Kitisuru
3105,Argwings
3106,Kitisuru
3107,Royale
3108,Lavington
3109,Kileleshwa
3110,Lake
3111,Gichugu
3112,Kitisuru
3113,Mimosa
3114,Kindaruma
3116,Nyari
3117,School
3118,Kilimani
3119,Lavington
3120,Kilimani
3121,City
3122,Runda
3123,Lowe
3124,Bomas
3125,Gigiri
3126,Lakeview
3127,Runda
3128,Lavington
3129,Two
3130,Kilimani
3131,Oledume
3132,Kiambu
3133,Gigiri
3134,Rhapta
3135,General
3138,Karen
3139,Loresho
3140,Baringo
3141,George
3143,Westlands
3144,Runda
3145,Runda
3146,Kilimani
3147,City
3148,Rosslyn
3149,Westlands
3151,Lavington
3153,Kiambu
3154,Kilimani
3155,Few
3156,Westlands
3158,Runda
3159,Kilimani
3160,Kilimani
3161,Runda
3162,Lavington
3163,Runda
3164,Nyari
3165,Kileleshwa
3166,Very
3168,Westlands
3169,Lavington
3170,Runda
3171,Garden
3172,Muthaiga
3173,Westlands
3174,Lavington
3175,Kilimani
3176,Mombasa
3177,Runda
3178,Westlands
3181,Lavington
3182,Ojijo
3183,Kilimani
3184,Kilimanjaro
3185,Karen
3186,Kilimani
3187,Lavington
3188,Westlands
3189,Kaputei
3190,General
3191,Kilimani
3192,Ruaraka
3193,Garden
3194,Westlands
3195,Karen
3196,Westlands
3197,Runda
3198,Westlands
3199,Wood
3200,Karen
3201,Kilimani
3202,Fourways
3203,Kitisuru
3204,Runda
3205,City
3206,Two
3207,Lavington
3208,Muthangari
3209,Lower
3210,Spring
3211,Miotoni
3212,Parklands
3213,Kileleshwa
3215,Karen
3216,Nyari
3217,Lower
3218,Kilimani
3219,Lavington
3220,Spring
3221,Lavington
3222,Kararapon
3223,Lower
3224,Westlands
3225,Karen
3226,Mombasa
3227,Lavington
3228,Westland
3229,Lavington
3230,Kilimani
3231,Peponi
3232,Langata
3233,Lavington
3234,Peponi
3235,Muthaiga
3236,Lavington
3237,Valley
3238,Westlands
3239,Bongani
3240,Muthaiga
3241,Lavington-
3242,Loresho
3243,Runda
3244,Westlands
3245,Karen
3247,Kilimani
3248,Lavington
3249,Runda
3250,Parklands
3251,Kyu
3252,Kitisuru
3253,Runda
3254,Lavington
3255,Runda
3256,Lavington
3257,Parklands
3258,Kileleshwa
3259,Westlands
3260,Karen
3261,Parklands
3262,Parklands
3263,Spring
3264,Kileleshwa
3265,Bomas
3266,Chalbi
3267,Lavington
3268,Hardy
3270,Kiambu
3271,Runda
3272,Westlands
3273,State
3274,Westlands
3275,Kileleshwa
3276,Runda
3277,Church
3278,Kilimani
3279,Kilimani
3280,Mbaazi
3281,Gigiri
3282,Miotoni
3283,Rosslyn
3284,Lavington
3286,Spring
3287,Lavington
3288,Garden
3289,Gigiri
3290,Lavington
3291,Kolobot
3292,Karen
3293,Arwings
3294,Tigoni
3295,Lavington
3297,Kilimani
3298,Old
3299,Kileleshwa
3300,Rosslyn
3301,Lavington
3302,Westlands
3303,Muthaiga
3304,Rhapta
3305,Brookside
3306,Rulph
3307,Kileleshwa
3308,Kileleshwa
3309,Muthaiga
3310,Kileleshwa
3311,Kilimani
3312,Loresho
3313,Spring
3314,Westlands
3315,Runda
3316,Rhapta
3317,Runda
3319,Lower
3320,Ndemi
3321,Off
3322,Runda
3323,Lower
3324,Thika
3325,Kileleshwa
3326,Chalbi
3327,Westlands
3328,Riverside
3329,Parklands
3330,Kilimani
3331,Parklands
3332,Grevilea
3334,Westlands
3336,Nairobi
3337,Kirichwa
3338,Mukoma
3339,Lavington
3340,Riverside
3342,Riara
3343,Garden
3344,Ring
3345,Parklands
3346,Kileleshwa
3347,Karen
3348,Lavington
3349,Kilimani
3350,General
3351,Westlands
3352,Kshs
3353,Kiambu
3354,Westlands
3355,Three
3356,Riverside
3357,Runda
3358,Mombasa
3359,Limuru
3360,Banda
3361,Riverside
3362,Near
3363,Riverside
3364,Kileleshwa
3365,Runda
3366,Riverside
3368,Karen
3369,Kileleshwa
3370,Muthaiga
3371,Riverside
3372,Park
3373,Kitisuru
3374,Lavington
3375,Riara
3376,Lavington
3377,Kusi
3378,Lavington
3379,Karen
3380,Kilimani
3381,Kileleshwa
3382,Karen
3383,Kitisuru
3384,Siaya
3385,General
3386,Kiambu
3387,Kileleshwa
3388,Riverside
3389,Karen
3390,Parklands
3391,Runda
3392,Mogotio
3393,Rosslyn
3394,Kileleshwa
3395,Farasi
3396,Spring
3397,Kilimani
3398,Thika
3399,Riverside
3400,Milimani
3401,Loresho
3402,Kileleshwa
3403,Karen
3404,Lavington
3406,Lavington
3407,Lavington
3408,Lavington
3409,Kileleshwa
3410,Karen
3411,Westlands
3412,Kileleshwa
3413,Hillcrest
3414,Rosslyn
3415,Westlands
3416,Kilimani
3417,Runda
3418,Westlands
3419,Garden
3420,Lavington
3421,City
3422,Runda
3423,Kiambu
3424,Kileleshwa
3425,Riverside
3426,Riverside
3427,Lavington
3428,Rhapta
3429,Thika
3430,Mombasa
3431,Runda
3432,Miotoni
3433,Westlands
3434,Lavington
3435,Langata
3436,Rosslyn
3437,Runda
3438,Runda
3439,Brookside
3440,Riara
3441,Lavington
3442,Riverside
3443,Lower
3444,Waiyaki
3445,Runda
3446,Lavington
3447,Kiambu
3448,Rhapta
3449,Maziwa
3450,Kileleshwa
3451,Ridgeways
3452,Muthaiga
3453,Muthangari
3454,Lavington
3455,Runda
3458,Upper
3460,Kileleshwa
3461,Runda
3463,Lavington
3465,Muthaiga
3466,Mzima
3467,Westlands
3468,Karen
3469,Runda
3470,Rhapta
3471,Thika
3472,4th
3473,Lake
3474,Kiambu
3475,Westlands
3476,Peponi
3477,Karen
3478,Lavington
3479,Riverside
3480,Loresho
3481,Kileleshwa
3482,Runda
3483,Spring
3484,Kileleshwa
3485,Kileleshwa
3486,Lavington
3487,Mugumo
3488,Lavington
3489,Westlands
3490,Brookside
3491,Karen
3492,Evergreen
3493,Kilimani
3494,Kiambu
3495,Runda
3496,General
3497,Westlands
3498,Kilimani
3499,Riara
3500,Riverside
3501,Kyuna
3502,Grevillea
3503,Grevillea
3504,Coffee
3505,Lavington
3506,Lavington
3507,Riverside
3508,Lavington
3509,Runda
3510,Runda
3511,Riverside
3512,Kilimani
3513,Bomas
3514,Kyuna
3515,Off
3516,Miotoni
3517,Miotoni
3518,Karen
3519,Bogani
3520,Lavington
3521,Kileleshwa
3522,Brookside
3523,Kilimani
3524,Runda
3525,Riverside
3526,Kileleshwa
3527,Mukoma
3528,Lavington
3529,Ngong
3530,Westlands
3531,Kileleshwa
3532,Spring
3533,Parklands
3534,Kilimani
3535,Kiambu
3537,Pcbp
3538,Kileleshwa
3539,Kileleshwa
3541,Kilimani
3542,Spring
3543,Lower
3544,Lavington
3545,General
3546,Waiyaki
3547,Lavington
3548,Riverside
3549,Runda
3550,Kilimani
3551,General
3553,Kileleshwa
3554,Westlands
3555,Runda
3556,Mombasa
3557,Loresho
3558,Usd
3560,Kileleshwa
3561,Riverside
3562,Kitisuru
3563,Riverside
3564,Runda
3565,Westlands
3566,Kyuna
3567,Runda
3569,Runda
3570,Lavington
3571,Muthaiga
3572,Muthaiga
3573,Ridgeways
3574,Kiambu
3575,Miotoni
3576,Rhapta
3577,Karen
3578,Lavington
3579,Loresho
3580,Parklands
3581,Peponi
3582,Kitisuru
3583,Lavington
3584,Kilimani
3585,Lake
3586,Kilimani
3587,Runda
3588,Brookside
3589,Kileleshwa
3590,Lavington
3591,Waiyaki
3592,Kikambala
3593,Mushebi
3594,Waiyaki
3595,N/a
3597,Mombasa
3598,Kuwinda
3599,Riverside
3600,Lavington
3601,Runda
3602,Runda
3603,Runda
3604,Riverside
3605,Kiambu
3606,Flame
3607,Matundu
3609,Parklands
3610,Grevilea
3611,Rosslyn
3612,Mombasa
3613,Kongoni
3614,Riverside
3616,Westlands
3617,Kitisuru
3618,Rhaphta
3619,Mombasa
3620,Kiambu
3621,Muthangari
3622,Lavington
3623,Garden
3624,Brookside
3625,Kyuna
3627,Gigiri
3628,Mombasa
3629,Riverside
3630,Karen
3631,Ndenge
3632,Riverside
3633,Runda
3634,Kileleshwa
3635,Rhapta
3636,Kyuna
3637,Riverside
3638,Westlands
3639,Westlands
3640,Kilimani
3641,Kilimani
3642,Kilimani
3643,Lavington
3644,Spring
3645,Kilimani
3646,Runda
3647,Roselyne
3648,Runda
3649,Bomas
3650,Lavington
3651,Kileleshwa
3652,Mombasa
3653,Lavington
3654,Ngong
3655,Riverside
3656,Kileleshwa
3657,Karen
3658,Muthaiga
3659,Kyuna
3660,Kilimani
3661,Rhapta
3663,Runda
3664,Runda
3665,Lavington
3666,Cabanas
3667,Lavington
3668,Muthaiga
3669,Westlands
3670,Loresho
3671,Lavington
3672,Kiambu
3673,Fourways
3674,Redhill
3675,Othaya
3677,Two
3678,Westlands
3679,Lavington
3680,Chalbi
3681,General
3682,Maasai
3683,Riverside
3684,Rosslyn
3685,Kilimani
3687,Riverside
3688,Runda
3689,Lavington
3690,Westlands
3691,Loresho
3692,Kilimani
3693,Muthaiga
3694,Kilimani
3695,Riverside
3696,Loresho
3697,Mountain
3698,Mombasa
3699,Hurlingham
3700,Lavington
3701,Lavington
3702,Runda
3703,Riverside
3704,Karen
3705,Kilimani
3706,Off
3707,Kitisuru
3708,Kilimani
3709,Siaya
3710,Kikeni
3711,Thigiri
3712,Next
3713,Kitisuru
3714,Kiambu
3715,Thika
3716,Riverside
3717,Westlands
3718,Brookside
3719,Lavington
3720,Hatheru
3721,Runda
3722,Kilimani
3723,265412
3724,Bomas
3725,Lenana
3726,Parklands
3727,Rosslyn
3728,Maziwa
3729,Westlands
3730,Karen
3731,Argwings
3732,Kileleshwa
3733,Westlands
3734,General
3735,Moi
3737,Gigiri
3738,Kilimani
3739,Chaka
3740,Runda
3741,Westlands
3742,Thika
3743,Muthaiga
3744,State
3745,Kiambu
3746,Runda
3747,Mombasa
3749,Kileleshwa
3751,City
3752,Nyari
3753,Gigiri
3754,Mombasa
3755,Mombasa
3756,Westlands
3757,Runda
3758,Parklands
3759,Lavington
3760,Chalbi
3761,Runda
3763,Westlands
3764,Westlands
3765,Kileleshwa
3766,Runda
3767,Nyari
3768,Kyuna
3769,Uthiru
3770,Uthiru
3771,Kilimani
3772,Muteero
3773,General
3776,Kiambu
3777,Riverside
3778,Lavington
3779,Karen
3780,Kileleshwa
